Ward_ID,Total_Population,Area_Sqm_Km,Population_Density_Per_SqKm,CCTV_Count,CCTV_Density_Per_SqKm,Streetlight_Count,Streetlight_Density_Per_SqKm,Bus_Stop_Count,Bus_Stop_Density,POI_Count,POI_Density,Traffic Volume,Pedestrian and Cyclist Count,Metro_Prox_Count,Safety_Score_V2,Norm_Total_Population,Norm_Area_Sqm_Km,Norm_Population_Density_Per_SqKm,Norm_CCTV_Count,Norm_CCTV_Density_Per_SqKm,Norm_Streetlight_Count,Norm_Streetlight_Density_Per_SqKm,Norm_Bus_Stop_Count,Norm_Bus_Stop_Density,Norm_POI_Count,Norm_POI_Density,Norm_Traffic Volume,Norm_Pedestrian and Cyclist Count,Norm_Metro_Prox_Count,Norm_Safety_Score_V2
196,45608.0,0.9346397556773488,48797.410684662274,0.0,0.0,3771.0,4034.709605592472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1625,0.3670097060207859,0.01963374493480134,0.3726456379161291,0.0,0.0,0.5543957659511908,0.4265810803335575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38317090563346806
40,72794.0,1.176324167996651,61882.60173551688,0.0,0.0,3589.0,3051.02972262508,3.0,2.5503174053706434,0.0,0.0,0.0,0.0,0.0,0.1694,0.7128391700906997,0.02704914733831769,0.4744375684468265,0.0,0.0,0.527638929726551,0.32257874356141725,0.125,0.11714698476372298,0.0,0.0,0.0,0.0,0.0,0.3995721416686475
67,34574.0,1.024892192910256,33734.27979954127,14.0,13.659973309237513,2535.0,2473.430881351221,6.0,5.854274275387506,0.0,0.0,0.0,0.0,0.0,0.1881,0.2266476701733854,0.022402885623510362,0.2554669764297232,0.08433734939759036,0.2204418072165803,0.3726845045574831,0.26151047303000374,0.25,0.2689118530490542,0.0,0.0,0.0,0.0,0.0,0.4440218683147136
131,42785.0,1.0052485397938336,42561.61367692688,17.0,16.911240680326213,1573.0,1564.7871523619488,2.0,1.9895577270972014,0.0,0.0,0.0,0.0,0.0,0.1583,0.3310987011995777,0.02180017570467243,0.32413631058968734,0.10240963855421686,0.2729100836035053,0.23125551308438694,0.165441545785948,0.08333333333333333,0.09138889467326146,0.0,0.0,0.0,0.0,0.0,0.3731875445685762
51,46159.0,0.7191851750198341,64182.35748356048,1.0,1.3904624771671932,1847.0,2568.184195327806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1462,0.3740189032069303,0.013023130704763377,0.4923277602241286,0.006024096385542169,0.022438994161599026,0.27153778300499853,0.27152853504499747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34442595673876875
128,35780.0,0.7543801338753476,47429.66893387495,0.0,0.0,2613.0,3463.770959312891,1.0,1.3255916415280868,0.0,0.0,0.0,0.0,0.0,0.155,0.24198903461347648,0.014102988441488377,0.36200574181228234,0.0,0.0,0.38415172008232873,0.3662169777481972,0.041666666666666664,0.06089009293744785,0.0,0.0,0.0,0.0,0.0,0.3653434751604469
198,50440.0,1.713716248321301,29433.11067360733,4.0,2.33410869735189,6802.0,3969.151839846889,12.0,7.00232609205567,0.0,0.0,0.0,0.0,0.0,0.194,0.4284769307094427,0.04353750290013726,0.2220074490016347,0.024096385542168676,0.037667360531095324,1.0,0.4196498001994824,0.5,0.3216467825884007,0.0,0.0,0.0,0.0,0.0,0.45804611362015696
84,50556.0,1.2005971907331878,42109.044057587846,10.0,8.329188238307587,2845.0,2369.654053798509,4.0,3.331675295323035,0.0,0.0,0.0,0.0,0.0,0.1606,0.4299525511696836,0.02779389636624971,0.3206156944157986,0.060240963855421686,0.13441470684704424,0.4182593354895619,0.2505383745301107,0.16666666666666666,0.15303809409643163,0.0,0.0,0.0,0.0,0.0,0.37865462324696936
59,40362.0,0.6929486171322659,58246.7429793513,1.0,1.4431084430739631,1747.0,2521.110450050214,1.0,1.4431084430739631,0.0,0.0,0.0,0.0,0.0,0.1482,0.30027604279299336,0.01221813615607716,0.4461536037352174,0.006024096385542169,0.023288583806060685,0.2568362246398118,0.26655153023453276,0.041666666666666664,0.06628814218856664,0.0,0.0,0.0,0.0,0.0,0.34917993819824106
145,38309.0,0.6695517610081796,57215.890138674426,0.0,0.0,1820.0,2718.2364471113174,4.0,5.974146037607291,0.0,0.0,24601.329923273657,111.57374254049446,0.0,0.3061,0.27416010481993613,0.011500269821743365,0.43813442385945245,0.0,0.0,0.26756836224639813,0.2873932336056003,0.16666666666666666,0.274418075714825,0.0,0.0,0.6024974796810165,0.8488476857389554,0.0,0.7245067744235797
